Shipment_ID,Ship_Date,Scheduled_Delivery,Actual_Delivery,Carrier,Origin,Destination,Lane,Distance_Miles,Shipment_Mode,Product_Category,Weight_LBS,Cost_Per_Mile,Total_Freight_Cost,Tender_Accepted,Tender_Sequence,On_Time_Delivery,Damage_Claim,Transit_Days_Scheduled,Transit_Days_Actual
SHP-100136,2025-07-10,2025-07-12,2025-07-12,Atlantic Carriers,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",757,TL,Peppers,34835,2.75,2083.11,0,3,1,0,2,2
SHP-100137,2024-02-14,2024-02-21,2024-02-21,Atlantic Carriers,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3406,LTL,Lettuce,12312,2.29,7786.4,1,1,1,0,7,7
SHP-100138,2025-11-10,2025-11-11,2025-11-13,Great Lakes Transport,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",292,LTL,Tomatoes,5924,1.72,502.19,1,1,0,0,1,3
SHP-100139,2025-03-26,2025-03-27,2025-03-27,Maple Leaf Freight,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",492,Reefer,Lettuce,37677,3.3,1625.53,1,1,1,0,1,1
SHP-100141,2024-09-28,2024-10-02,2024-10-02,Summit Trucking,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1909,Reefer,Tomatoes,30124,4.05,7730.38,0,3,1,0,4,4
SHP-100142,2024-11-20,2024-11-22,2024-11-22,CrossBorder Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",762,Reefer,Strawberries,27193,3.39,2580.18,1,1,1,0,2,2
SHP-100143,2024-10-21,2024-10-28,2024-10-28,FreshHaul Inc.,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3401,Reefer,Tomatoes,38772,4.41,14985.36,1,1,1,0,7,7
SHP-100144,2024-04-12,2024-04-13,2024-04-13,CrossBorder Freight,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",462,LTL,Mixed Produce,12266,2.97,1370.11,1,1,1,0,1,1
SHP-100145,2024-02-27,2024-02-29,2024-02-29,Prairie Express,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",734,Reefer,Cucumbers,30989,2.81,2060.3,1,1,1,0,2,2
SHP-100146,2025-11-29,2025-11-30,2025-12-03,Great Lakes Transport,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",432,LTL,Peppers,12140,2.48,1070.17,1,1,0,0,1,4
SHP-100147,2025-05-24,2025-05-25,2025-05-25,GreenRoute Logistics,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",448,TL,Peppers,37245,3.44,1542.85,1,1,1,0,1,1
SHP-100148,2024-01-10,2024-01-13,2024-01-13,CrossBorder Freight,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1088,TL,Cucumbers,42338,2.89,3140.46,1,1,1,0,3,3
SHP-100149,2024-12-19,2024-12-21,2024-12-21,GreenRoute Logistics,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",880,LTL,Mixed Produce,8419,2.47,2172.51,0,3,1,0,2,2
SHP-100150,2024-07-22,2024-07-24,2024-07-24,CrossBorder Freight,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",860,TL,Peppers,44489,2.53,2173.51,1,1,1,0,2,2
SHP-100151,2025-12-17,2025-12-18,2025-12-18,Prairie Express,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",332,LTL,Mixed Produce,9363,1.92,636.96,1,1,1,0,1,1
SHP-100152,2024-02-20,2024-02-27,2024-02-27,GreenRoute Logistics,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3380,LTL,Lettuce,13580,2.5,8448.21,1,1,1,0,7,7
SHP-100153,2024-08-23,2024-08-24,2024-08-24,Atlantic Carriers,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",62,Reefer,Mixed Produce,31996,4.89,302.88,1,1,1,0,1,1
SHP-100154,2025-11-06,2025-11-10,2025-11-10,Great Lakes Transport,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1893,Reefer,Tomatoes,40781,3.26,6172.95,0,3,1,0,4,4
SHP-100155,2024-02-04,2024-02-06,2024-02-06,GreenRoute Logistics,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",763,LTL,Mixed Produce,14550,2.67,2040.36,1,1,1,0,2,2
SHP-100156,2025-03-01,2025-03-02,2025-03-04,Great Lakes Transport,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",66,TL,Peppers,40209,2.66,175.56,1,1,0,0,1,3
SHP-100157,2024-10-06,2024-10-08,2024-10-08,Great Lakes Transport,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",903,Reefer,Lettuce,29637,2.55,2301.51,0,2,1,0,2,2
SHP-100158,2025-04-24,2025-04-25,2025-04-25,Maple Leaf Freight,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",446,Reefer,Peppers,32043,4.06,1812.39,1,1,1,0,1,1
SHP-100159,2025-07-24,2025-07-25,2025-07-25,Summit Trucking,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",346,TL,Cucumbers,41223,3.2,1107.06,1,1,1,0,1,1
SHP-100160,2025-11-19,2025-11-20,2025-11-21,Prairie Express,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",384,Reefer,Lettuce,39388,2.76,1058.14,0,3,0,0,1,2
SHP-100161,2024-01-26,2024-01-29,2024-01-29,GreenRoute Logistics,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1090,TL,Strawberries,30760,2.87,3126.51,1,1,1,0,3,3
SHP-100162,2025-10-12,2025-10-15,2025-10-15,CrossBorder Freight,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1102,TL,Mixed Produce,36238,3.78,4169.46,1,1,1,0,3,3
SHP-100163,2024-02-08,2024-02-09,2024-02-10,Prairie Express,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",283,TL,Tomatoes,39911,2.14,606.56,1,1,0,0,1,2
SHP-100164,2025-01-14,2025-01-15,2025-01-15,Northern Star Haulage,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",364,Reefer,Strawberries,28266,3.27,1189.67,1,1,1,0,1,1
SHP-100165,2024-04-11,2024-04-12,2024-04-12,CrossBorder Freight,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",398,Reefer,Lettuce,37891,3.9,1554,0,2,1,0,1,1
SHP-100166,2025-03-30,2025-03-31,2025-03-31,CrossBorder Freight,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",61,TL,Cucumbers,44980,2.87,175.06,1,1,1,0,1,1
SHP-100167,2025-10-22,2025-10-23,2025-10-25,Atlantic Carriers,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",363,TL,Lettuce,39945,2.94,1068.14,1,1,0,0,1,3
SHP-100168,2024-08-05,2024-08-06,2024-08-06,GreenRoute Logistics,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",356,TL,Tomatoes,40488,4.24,1510.86,1,1,1,0,1,1
SHP-100169,2025-08-01,2025-08-02,2025-08-04,Northern Star Haulage,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",69,TL,Strawberries,34143,2.96,204.08,1,1,0,0,1,3
SHP-100171,2024-05-28,2024-05-29,2024-05-29,Great Lakes Transport,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",496,TL,Cucumbers,43568,2.65,1316.61,0,2,1,0,1,1
SHP-100172,2024-01-16,2024-01-19,2024-01-19,Atlantic Carriers,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1044,LTL,Peppers,5055,2.25,2348.02,1,1,1,0,3,3
SHP-100173,2024-05-09,2024-05-11,2024-05-11,Summit Trucking,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",501,TL,Tomatoes,42315,2.71,1358.73,1,1,1,0,2,2
SHP-100174,2025-06-09,2025-06-11,2025-06-11,CrossBorder Freight,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",505,TL,Peppers,43623,2.96,1494.52,0,3,1,0,2,2
SHP-100175,2025-04-14,2025-04-15,2025-04-15,TransNorth Logistics,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",336,LTL,Lettuce,5918,3.32,1116.75,0,3,1,0,1,1
SHP-100176,2024-03-16,2024-03-18,2024-03-18,Maple Leaf Freight,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",747,TL,Strawberries,36882,3.44,2566.6,1,1,1,0,2,2
SHP-100177,2025-08-22,2025-08-23,2025-08-23,Atlantic Carriers,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",354,TL,Strawberries,35750,3.3,1167.21,1,1,1,0,1,1
SHP-100178,2024-04-11,2024-04-13,2024-04-13,Maple Leaf Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",746,TL,Mixed Produce,37641,3.09,2301.9,1,1,1,0,2,2
SHP-100179,2024-08-08,2024-08-09,2024-08-09,FreshHaul Inc.,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",364,Reefer,Cucumbers,36475,3.75,1364.5,1,1,1,0,1,1
SHP-100180,2024-11-16,2024-11-18,2024-11-21,Summit Trucking,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",747,TL,Mixed Produce,34206,2.78,2078.67,1,1,0,0,2,5
SHP-100181,2024-03-09,2024-03-11,2024-03-11,Maple Leaf Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",751,LTL,Tomatoes,12943,3.14,2361.02,1,1,1,0,2,2
SHP-100182,2024-05-13,2024-05-14,2024-05-14,Northern Star Haulage,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",366,TL,Strawberries,35401,3.3,1206.28,0,3,1,0,1,1
SHP-100183,2024-12-28,2024-12-30,2024-12-30,Summit Trucking,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",763,TL,Mixed Produce,40554,2.76,2108.09,1,1,1,0,2,2
SHP-100184,2024-04-16,2024-04-18,2024-04-18,GreenRoute Logistics,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",512,TL,Peppers,40516,3.24,1657.96,1,1,1,0,2,2
SHP-100185,2024-12-24,2024-12-26,2024-12-26,Northern Star Haulage,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",735,TL,Tomatoes,36767,2.46,1805.27,1,1,1,0,2,2
SHP-100186,2025-07-28,2025-07-29,2025-07-29,GreenRoute Logistics,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",409,TL,Mixed Produce,41062,3.45,1409.04,1,1,1,0,1,1
SHP-100187,2025-12-11,2025-12-12,2025-12-12,Prairie Express,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",338,TL,Peppers,38434,2.6,879.57,1,1,1,0,1,1
SHP-100188,2024-12-25,2024-12-26,2024-12-26,TransNorth Logistics,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",444,Reefer,Peppers,38917,3.27,1452.49,1,1,1,0,1,1
SHP-100189,2025-10-10,2025-10-12,2025-10-12,TransNorth Logistics,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",867,LTL,Mixed Produce,10560,2.49,2155.18,1,1,1,0,2,2
SHP-100190,2024-06-10,2024-06-13,2024-06-13,Atlantic Carriers,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1055,TL,Strawberries,43956,3.96,4176.88,1,1,1,0,3,3
SHP-100192,2024-03-24,2024-03-25,2024-03-25,Prairie Express,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",285,Reefer,Mixed Produce,41608,3.16,901.96,1,1,1,0,1,1
SHP-100193,2024-08-08,2024-08-10,2024-08-10,Maple Leaf Freight,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",730,LTL,Lettuce,14765,3.6,2626.7,1,1,1,0,2,2
SHP-100194,2025-06-23,2025-06-24,2025-06-24,TransNorth Logistics,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",76,LTL,Lettuce,11988,2.47,187.64,0,2,1,0,1,1
SHP-100195,2024-05-20,2024-05-22,2024-05-22,Prairie Express,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",889,LTL,Cucumbers,14865,2.11,1879.54,1,1,1,0,2,2
SHP-100196,2024-05-12,2024-05-13,2024-05-13,Summit Trucking,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",481,TL,Mixed Produce,41905,3.62,1739.76,1,1,1,0,1,1
SHP-100197,2024-12-28,2024-12-29,2024-12-29,Maple Leaf Freight,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",374,TL,Mixed Produce,37984,2.77,1037.01,1,1,1,0,1,1
SHP-100198,2024-11-16,2024-11-17,2024-11-17,GreenRoute Logistics,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",344,Reefer,Strawberries,25235,4.01,1377.78,1,1,1,0,1,1
SHP-100199,2025-02-18,2025-02-20,2025-02-20,TransNorth Logistics,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",740,Reefer,Peppers,33162,3.19,2359.72,1,1,1,0,2,2
SHP-100200,2025-01-05,2025-01-06,2025-01-06,Maple Leaf Freight,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",374,Reefer,Tomatoes,28391,3.85,1439.08,1,1,1,0,1,1
SHP-100201,2025-02-09,2025-02-16,2025-02-16,Prairie Express,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3387,Reefer,Cucumbers,40524,3.02,10220.31,1,1,1,0,7,7
SHP-100202,2025-10-10,2025-10-11,2025-10-11,Maple Leaf Freight,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",484,TL,Strawberries,30077,2.44,1179.78,1,1,1,0,1,1
SHP-100203,2025-10-22,2025-10-23,2025-10-23,Great Lakes Transport,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",64,LTL,Tomatoes,14510,2.31,147.73,1,1,1,0,1,1
SHP-100204,2025-11-02,2025-11-03,2025-11-03,Maple Leaf Freight,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",469,TL,Mixed Produce,41954,3.31,1553.5,1,1,1,0,1,1
SHP-100205,2025-04-04,2025-04-08,2025-04-08,GreenRoute Logistics,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1894,LTL,Mixed Produce,7192,3.46,6558.04,0,3,1,0,4,4
SHP-100206,2024-06-03,2024-06-04,2024-06-04,CrossBorder Freight,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",312,TL,Mixed Produce,34033,4,1246.71,1,1,1,0,1,1
SHP-100208,2025-04-17,2025-04-18,2025-04-18,CrossBorder Freight,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",368,TL,Tomatoes,35765,3.33,1224.96,1,1,1,0,1,1
SHP-100209,2024-04-02,2024-04-03,2024-04-03,GreenRoute Logistics,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",382,LTL,Strawberries,13135,2.54,968.54,1,1,1,0,1,1
SHP-100210,2024-02-12,2024-02-15,2024-02-15,CrossBorder Freight,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1108,LTL,Strawberries,13669,2.9,3214.41,1,1,1,0,3,3
SHP-100211,2024-06-03,2024-06-05,2024-06-05,CrossBorder Freight,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",868,LTL,Cucumbers,7204,3.09,2685.29,0,2,1,0,2,2
SHP-100212,2024-09-10,2024-09-12,2024-09-12,CrossBorder Freight,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",516,Reefer,Strawberries,27336,3.65,1880.84,1,1,1,0,2,2
SHP-100213,2025-01-31,2025-02-03,2025-02-03,Summit Trucking,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1033,LTL,Cucumbers,9612,2.28,2351.06,1,1,1,0,3,3
SHP-100214,2024-12-08,2024-12-10,2024-12-10,Maple Leaf Freight,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",767,LTL,Tomatoes,11371,2.8,2148.6,1,1,1,0,2,2
SHP-100215,2025-11-03,2025-11-05,2025-11-05,GreenRoute Logistics,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",753,LTL,Peppers,8228,2.49,1878.29,1,1,1,0,2,2
SHP-100216,2024-12-24,2024-12-28,2024-12-28,Prairie Express,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1883,Reefer,Mixed Produce,40770,3.79,7142.63,1,1,1,0,4,4
SHP-100217,2024-03-27,2024-03-29,2024-03-29,Prairie Express,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",510,LTL,Lettuce,5793,1.87,952.61,1,1,1,0,2,2
SHP-100218,2025-12-20,2025-12-22,2025-12-22,Northern Star Haulage,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",840,Reefer,Mixed Produce,36111,2.78,2335.43,1,1,1,1,2,2
SHP-100219,2024-11-12,2024-11-13,2024-11-13,Great Lakes Transport,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",77,TL,Cucumbers,36166,2.8,215.32,0,2,1,0,1,1
SHP-100221,2024-04-13,2024-04-16,2024-04-17,Northern Star Haulage,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1041,Reefer,Strawberries,32783,3.28,3417.94,0,2,0,0,3,4
SHP-100222,2025-09-03,2025-09-04,2025-09-04,Great Lakes Transport,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",447,LTL,Mixed Produce,12790,2.39,1069.67,1,1,1,0,1,1
SHP-100223,2025-03-24,2025-03-25,2025-03-25,TransNorth Logistics,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",375,Reefer,Cucumbers,30959,3.87,1451.03,1,1,1,0,1,1
SHP-100224,2024-10-18,2024-10-19,2024-10-21,CrossBorder Freight,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",67,TL,Strawberries,36024,3.78,253.12,1,1,0,0,1,3
SHP-100225,2024-07-17,2024-07-18,2024-07-18,GreenRoute Logistics,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",319,Reefer,Lettuce,40114,4.08,1302.87,1,1,1,0,1,1
SHP-100226,2025-03-04,2025-03-06,2025-03-06,Great Lakes Transport,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",752,TL,Peppers,35732,2.62,1967.77,0,3,1,0,2,2
SHP-100227,2025-01-15,2025-01-18,2025-01-18,Northern Star Haulage,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1119,LTL,Tomatoes,12112,2.5,2793.97,1,1,1,0,3,3
SHP-100228,2024-03-26,2024-03-28,2024-03-28,Great Lakes Transport,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",888,TL,Lettuce,36456,2.86,2535.84,0,2,1,0,2,2
SHP-100229,2025-04-06,2025-04-09,2025-04-09,Atlantic Carriers,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1090,Reefer,Tomatoes,33070,2.9,3165.12,1,1,1,0,3,3
SHP-100230,2025-01-30,2025-02-01,2025-02-01,Maple Leaf Freight,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",747,LTL,Peppers,11490,2.14,1596.12,1,1,1,0,2,2
SHP-100231,2025-10-27,2025-10-30,2025-10-30,Atlantic Carriers,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1053,LTL,Peppers,10299,2.52,2655.43,1,1,1,0,3,3
SHP-100232,2025-12-13,2025-12-16,2025-12-16,Great Lakes Transport,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1035,TL,Mixed Produce,43472,2.78,2875.16,1,1,1,0,3,3
SHP-100233,2024-01-20,2024-01-21,2024-01-21,Prairie Express,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",61,TL,Peppers,35588,1.85,112.8,1,1,1,0,1,1
SHP-100234,2024-04-23,2024-04-24,2024-04-24,Prairie Express,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",46,Reefer,Cucumbers,29243,2.86,131.57,1,1,1,0,1,1
SHP-100235,2025-09-29,2025-10-01,2025-10-01,Maple Leaf Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",769,LTL,Lettuce,14984,2.65,2038.34,1,1,1,0,2,2
SHP-100236,2024-09-04,2024-09-05,2024-09-05,Prairie Express,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",371,TL,Tomatoes,40454,2.9,1077.72,1,1,1,0,1,1
SHP-100237,2025-11-11,2025-11-13,2025-11-13,Maple Leaf Freight,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",511,LTL,Cucumbers,9524,2.6,1329.17,1,1,1,0,2,2
SHP-100238,2025-06-03,2025-06-05,2025-06-05,Summit Trucking,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",758,LTL,Lettuce,12186,3.27,2476.06,1,1,1,0,2,2
SHP-100239,2024-01-17,2024-01-20,2024-01-20,Atlantic Carriers,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1057,LTL,Tomatoes,10797,1.71,1809.67,1,1,1,0,3,3
SHP-100240,2025-08-18,2025-08-19,2025-08-19,Atlantic Carriers,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",433,TL,Tomatoes,42342,3.31,1433.07,1,1,1,0,1,1
SHP-100241,2025-12-02,2025-12-09,2025-12-09,CrossBorder Freight,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3389,Reefer,Lettuce,39422,3.86,13065.99,1,1,1,0,7,7
SHP-100242,2025-04-13,2025-04-15,2025-04-15,TransNorth Logistics,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",907,Reefer,Peppers,40708,3.77,3416.36,1,1,1,0,2,2
SHP-100243,2024-11-13,2024-11-14,2024-11-14,Northern Star Haulage,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",342,TL,Strawberries,40682,2.05,700.31,1,1,1,0,1,1
SHP-100244,2024-10-19,2024-10-21,2024-10-21,Atlantic Carriers,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",737,TL,Tomatoes,33310,3.29,2423.87,0,3,1,0,2,2
SHP-100245,2025-03-23,2025-03-30,2025-03-30,Summit Trucking,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3407,TL,Lettuce,37970,2.95,10056.67,0,3,1,0,7,7
SHP-100246,2025-12-09,2025-12-11,2025-12-11,CrossBorder Freight,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",761,Reefer,Strawberries,34503,3.77,2870.4,1,1,1,0,2,2
SHP-100247,2025-03-16,2025-03-18,2025-03-18,GreenRoute Logistics,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",733,Reefer,Peppers,40070,3.88,2840.98,1,1,1,0,2,2
SHP-100248,2025-11-07,2025-11-09,2025-11-09,Prairie Express,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",897,TL,Lettuce,38966,2.71,2427.87,1,1,1,0,2,2
SHP-100249,2024-12-25,2024-12-26,2024-12-26,CrossBorder Freight,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",348,LTL,Mixed Produce,9177,2.89,1005.04,0,3,1,0,1,1
SHP-100250,2025-10-16,2025-10-18,2025-10-18,TransNorth Logistics,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",831,Reefer,Mixed Produce,29841,3.26,2711.09,1,1,1,0,2,2
SHP-100251,2025-11-26,2025-11-27,2025-11-27,Great Lakes Transport,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",341,Reefer,Peppers,25804,3.53,1202.56,0,2,1,0,1,1
SHP-100252,2024-03-09,2024-03-12,2024-03-12,FreshHaul Inc.,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1067,Reefer,Mixed Produce,38192,3.47,3706.71,1,1,1,0,3,3
SHP-100253,2025-09-11,2025-09-13,2025-09-13,CrossBorder Freight,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",751,Reefer,Cucumbers,37880,3.74,2806.13,1,1,1,0,2,2
SHP-100254,2025-01-10,2025-01-12,2025-01-13,Summit Trucking,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",739,LTL,Mixed Produce,7106,2.41,1779.18,1,1,0,0,2,3
SHP-100255,2025-05-26,2025-05-27,2025-05-27,Northern Star Haulage,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",356,LTL,Strawberries,7573,2.35,834.85,1,1,1,0,1,1
SHP-100256,2024-08-07,2024-08-14,2024-08-14,Prairie Express,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3388,LTL,Lettuce,13428,1.9,6422.28,1,1,1,0,7,7
SHP-100257,2024-06-25,2024-06-27,2024-06-30,CrossBorder Freight,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",851,Reefer,Mixed Produce,33633,4.21,3582.94,0,2,0,0,2,5
SHP-100258,2025-07-17,2025-07-19,2025-07-22,Prairie Express,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",758,TL,Peppers,41990,3.12,2364.4,1,1,0,0,2,5
SHP-100259,2025-01-05,2025-01-06,2025-01-06,Northern Star Haulage,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",60,Reefer,Tomatoes,32184,3.29,197.33,0,3,1,0,1,1
SHP-100260,2024-01-27,2024-01-29,2024-01-29,Atlantic Carriers,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",516,LTL,Strawberries,6622,2.21,1142.34,1,1,1,0,2,2
SHP-100261,2025-09-18,2025-09-20,2025-09-20,Maple Leaf Freight,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",906,LTL,Lettuce,11136,2.43,2198.96,0,3,1,0,2,2
SHP-100263,2024-11-20,2024-11-21,2024-11-21,Maple Leaf Freight,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",286,LTL,Lettuce,7969,3.12,892.65,1,1,1,0,1,1
SHP-100264,2025-07-18,2025-07-21,2025-07-22,Great Lakes Transport,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1031,TL,Peppers,31386,2.75,2830.62,1,1,0,0,3,4
SHP-100265,2025-06-14,2025-06-15,2025-06-15,Great Lakes Transport,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",430,TL,Cucumbers,41555,2.84,1219.65,0,3,1,0,1,1
SHP-100266,2024-03-21,2024-03-22,2024-03-22,Prairie Express,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",75,Reefer,Mixed Produce,36046,3.46,259.67,0,2,1,0,1,1
SHP-100267,2025-05-29,2025-05-30,2025-05-30,Great Lakes Transport,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",419,LTL,Strawberries,9150,2.35,983.81,1,1,1,0,1,1
